Query	Reference	Core	Accessory
01-R1134-LR-Asm	2-0043-unknownP6C4	0.00060397387	0.009589374
01-R1134-LR-Asm	2-0046P6C4	0.0006121397	0.004819989
01-R1134-LR-Asm	2-0052P6C4	0.0009765625	0.0059283376
01-R1134-LR-Asm	2-0059P6C4	0.0006120801	0.007319629
01-R1134-LR-Asm	2-0068P6C4	0.0009717345	0.0035036206
01-R1134-LR-Asm	2002-0476	0.001204431	0.021720767
01-R1134-LR-Asm	2016-0386	0.0012916923	0.020634532
01-R1134-LR-Asm	2018-0565	0.0012999773	0.019688547
01-R1134-LR-Asm	3-0059P6C4	0.0005224347	0.0074516535
01-R1134-LR-Asm	3-0090P6C4	0.0009240508	0.016623855
01-R1134-LR-Asm	3-0096P6C4	0.000823915	0.014584184
01-R1134-LR-Asm	3-0124P6C4	0.0009189844	0.014515042
01-R1134-LR-Asm	3003-06-LR-Asm	0.0009499192	0.005166292
01-R1134-LR-Asm	4-0010P6C4	0.00050222874	0.004503846
01-R1134-LR-Asm	4-0012P6C4	0.00046366453	0.008587182
01-R1134-LR-Asm	4-0019P6C4	0.0005005002	0.0044963956
01-R1134-LR-Asm	4-0024P6C4	0.0005081892	0.004437268
01-R1134-LR-Asm	4-0041P6C4	0.00051671267	0.004285276
01-R1134-LR-Asm	4-0062P6C4	0.00088739395	0.0071510077
01-R1134-LR-Asm	4-0073P6C4	0.00041788816	0.0068853498
01-R1134-LR-Asm	4-0077P6C4	0.0008864403	0.0069403052
01-R1134-LR-Asm	4549-04-LR-Asm	0.001024425	0.00436002
01-R1134-LR-Asm	4860	0.00051277876	0.0023130774
01-R1134-LR-Asm	702-06-LR-Asm	0.00095283985	0.005574882
01-R1134-LR-Asm	706-05-LR-Asm	0.0009561777	0.0044952035
01-R1134-LR-Asm	8129-04-LR-Asm	0.00094127655	0.0042847395
01-R1134-LR-Asm	8644-04-LR-Asm	0.0002399087	0.009583771
01-R1134-LR-Asm	9050-05-LR-Asm	0.0009738803	0.0045391917
01-R1134-LR-Asm	942272	0.0014193058	0.015203834
01-R1134-LR-Asm	AF2122-97	0.0012990832	0.019618213
01-R1134-LR-Asm	ARR1960-LR-Asm	0.0009647608	0.0048906803
01-R1134-LR-Asm	ATCC35782	0.0014221072	0.01620078
01-R1134-LR-Asm	AUSMDU00018547	0.0010667443	0.013646662
01-R1134-LR-Asm	AZE-02-041-LR-Asm	0.00084519386	0.006715715
01-R1134-LR-Asm	AZE-02-042-LR-Asm	0.0005131364	0.002771616
01-R1134-LR-Asm	AZE-02-067-LR-Asm	0.0009163022	0.004638672
01-R1134-LR-Asm	BCG-SL222-Sofia	0.0011927485	0.025336206
01-R1134-LR-Asm	BLR-31d	0.0009499788	0.0033473372
01-R1134-LR-Asm	Beijing-391	0.0011391044	0.0036286116
01-R1134-LR-Asm	Beijing-like-35049	0.0009370446	0.004614711
01-R1134-LR-Asm	Beijing-like-36918	0.0009792447	0.0038513541
01-R1134-LR-Asm	Beijing-like-38774	0.00093865395	0.0043079257
01-R1134-LR-Asm	Beijing-like-50148	0.00094777346	0.0039265156
01-R1134-LR-Asm	CHIN-F1	0.000602901	0.005586803
01-R1134-LR-Asm	CP010329-H37Rv	0.0006067753	0.006993115
01-R1134-LR-Asm	CP010333	0.0017380714	0.014563799
01-R1134-LR-Asm	CP010337	0.0005968213	0.0061324835
01-R1134-LR-Asm	DN049-DNA	0.0009838343	0.016715288
01-R1134-LR-Asm	DN059-DNA	0.00103724	0.016130686
01-R1134-LR-Asm	DN067-DNA	0.0008960366	0.0068243146
01-R1134-LR-Asm	DN068-DNA	0.0009703636	0.015527546
01-R1134-LR-Asm	DN101-DNA	0.001052916	0.015868306
01-R1134-LR-Asm	DN105-DNA	0.0010287762	0.015211999
01-R1134-LR-Asm	DN146-DNA	0.0010019541	0.0048359036
01-R1134-LR-Asm	DN181-DNA	0.0009698868	0.004789233
01-R1134-LR-Asm	DN251-DNA	0.00088602304	0.005802393
01-R1134-LR-Asm	DNA019-Rose-LR-Asm	0.0005583167	0.0063934326
01-R1134-LR-Asm	DNA019-Vash-LR-Asm	0.0009236932	0.004989147
01-R1134-LR-Asm	DNA020-LR-Asm	0.00049346685	0.003314793
01-R1134-LR-Asm	DNA028-LR-Asm	0.0009422302	0.004033625
01-R1134-LR-Asm	DNA044-LR-Asm	0.0005788207	0.0054344535
01-R1134-LR-Asm	DNA054-LR-Asm	0.0006271601	0.0012109876
01-R1134-LR-Asm	DNA075-LR-Asm	0.0009353161	0.0057530403
01-R1134-LR-Asm	DNA086-LR-Asm	0.00049996376	0.0037388802
01-R1134-LR-Asm	DNA089-LR-Asm	0.0009226799	0.0039252043
01-R1134-LR-Asm	DNA091-LR-Asm	0.00095397234	0.0049108267
01-R1134-LR-Asm	DNA096-LR-Asm	0.00093626976	0.003576994
01-R1134-LR-Asm	DNA114-LR-Asm	0.00094395876	0.0033951998
01-R1134-LR-Asm	DNA120-LR-Asm	0.00044465065	0.006121993
01-R1134-LR-Asm	DNA124-LR-Asm	0.00044822693	0.0038126707
01-R1134-LR-Asm	DNA182-LR-Asm	0.00041902065	0.00579381
01-R1134-LR-Asm	DNA188-LR-Asm	0.00041788816	0.00993377
01-R1134-LR-Asm	Danish-1331	0.0011656284	0.028152406
01-R1134-LR-Asm	Erdman-ATCC-35801	0.00048840046	0.011502981
01-R1134-LR-Asm	FDAARGOS-750	0.00071668625	0.005160868
01-R1134-LR-Asm	FDAARGOS-751	0.0008467436	0.015119076
01-R1134-LR-Asm	FDAARGOS-756	0.0009609461	0.004921615
01-R1134-LR-Asm	FDAARGOS-757	0.0004351735	0.0061948895
01-R1134-LR-Asm	GCF1-0084P6C4	0.00084000826	0.0063397884
01-R1134-LR-Asm	GCF4-0096P6C4	0.0009149909	0.0058509707
01-R1134-LR-Asm	H107	0.00053036213	0.0030557513
01-R1134-LR-Asm	H112	0.00090420246	0.0069098473
01-R1134-LR-Asm	H37Ra	0.00043839216	0.0074126124
01-R1134-LR-Asm	H37Rv-1	0.0004377365	0.0061015487
01-R1134-LR-Asm	H54	0.00095307827	0.0042452216
01-R1134-LR-Asm	H83	0.00045657158	0.008044541
01-R1134-LR-Asm	HN-024	0.0010591745	0.014254272
01-R1134-LR-Asm	HN-205	0.00096040964	0.005090475
01-R1134-LR-Asm	HN-321	0.0009378195	0.0045785904
01-R1134-LR-Asm	HN-506	0.0009056926	0.0058445334
01-R1134-LR-Asm	I0003447-5	0.0004298091	0.0044127703
01-R1134-LR-Asm	ITM-1968-01344	0.0010095835	0.0123474
01-R1134-LR-Asm	ITM-1992-08557	0.0012265444	0.009346068
01-R1134-LR-Asm	ITM-1999-01508	0.00052148104	0.0031141043
01-R1134-LR-Asm	ITM-2000-00448	0.00056809187	0.0021645427
01-R1134-LR-Asm	ITM-2002-00926	0.0003811717	0.006099224
01-R1134-LR-Asm	ITM-2003-01539	0.00052946806	0.005840659
01-R1134-LR-Asm	ITM-2004-01893	0.0003889203	0.0062502623
01-R1134-LR-Asm	ITM-2005-02460	0.00048333406	0.009814739
01-R1134-LR-Asm	ITM-2015-00021	0.0013220906	0.014421821
01-R1134-LR-Asm	ITM-2021-00504	0.0012436509	0.014179349
01-R1134-LR-Asm	ITM-2021-02250	0.0013677478	0.02174443
01-R1134-LR-Asm	Kurono	0.0005540848	0.004160106
01-R1134-LR-Asm	M-tuberculosis-H37Rv-2015	0.00047171116	0.005954981
01-R1134-LR-Asm	M0003941-3-LR-Asm	0.0009099245	0.005034983
01-R1134-LR-Asm	M0010874-7-LR-Asm	0.00051248074	0.006511092
01-R1134-LR-Asm	M0014888-3-LR-Asm	0.0003902912	0.0113554
01-R1134-LR-Asm	M0016395-7-LR-Asm	0.0004914403	0.007948697
01-R1134-LR-Asm	M0016737-0-LR-Asm	0.0004876256	0.004627645
01-R1134-LR-Asm	M0017522-5-LR-Asm	0.0005377531	0.0040997863
01-R1134-LR-Asm	M20	0.0006533861	0.0054193735
01-R1134-LR-Asm	MFS-173-LR-Asm	0.0009287596	0.006591141
01-R1134-LR-Asm	MFS-181-LR-Asm	0.00048685074	0.00394547
01-R1134-LR-Asm	MFS-42-LR-Asm	0.00091946125	0.00459975
01-R1134-LR-Asm	MFS-51-LR-Asm	0.00095397234	0.0046318173
01-R1134-LR-Asm	MFS-54-LR-Asm	0.00096058846	0.0042002797
01-R1134-LR-Asm	MFS-56-LR-Asm	0.00046277046	0.00679636
01-R1134-LR-Asm	MFS-58-LR-Asm	0.00095385313	0.0043278933
01-R1134-LR-Asm	MFS-60-LR-Asm	0.00048685074	0.00394547
01-R1134-LR-Asm	MT-0080-LR-Asm	0.0005570054	0.0071365237
01-R1134-LR-Asm	MTB1	0.00053566694	0.002854228
01-R1134-LR-Asm	MTB2	0.0008839965	0.0056676865
01-R1134-LR-Asm	Maus3	0.0013728142	0.016212225
01-R1134-LR-Asm	Maus4	0.0013766885	0.016603053
01-R1134-LR-Asm	Mb3601	0.0013632774	0.018424034
01-R1134-LR-Asm	N0004-LR-Asm	0.00068461895	0.007476628
01-R1134-LR-Asm	N0054-LR-Asm	0.00069755316	0.006360054
01-R1134-LR-Asm	N0069	0.0010422468	0.012983203
01-R1134-LR-Asm	N0072	0.0008714795	0.0148893595
01-R1134-LR-Asm	N0091-LR-Asm	0.0013347268	0.015397072
01-R1134-LR-Asm	N0145-LR-Asm	0.00092828274	0.0049331784
01-R1134-LR-Asm	N0153-LR-Asm	0.0011287332	0.01613301
01-R1134-LR-Asm	N0155-LR-Asm	0.00092053413	0.004615009
01-R1134-LR-Asm	N0157	0.0009353757	0.019771159
01-R1134-LR-Asm	N1176-LR-Asm	0.0011252761	0.011080503
01-R1134-LR-Asm	N1177-LR-Asm	0.0013750196	0.013045609
01-R1134-LR-Asm	N1201	0.0013561249	0.013996482
01-R1134-LR-Asm	N1202-LR-Asm	0.0013783574	0.012488186
01-R1134-LR-Asm	N1268	0.0011101961	0.0115484595
01-R1134-LR-Asm	N1272-LR-Asm	0.0011692047	0.0064767003
01-R1134-LR-Asm	N1274-LR-Asm	0.0008034706	0.006997645
01-R1134-LR-Asm	N1283	0.00060355663	0.007784903
01-R1134-LR-Asm	N3913	0.0011678934	0.009916425
01-R1134-LR-Asm	NCGM946K2	0.0005301833	0.012455523
01-R1134-LR-Asm	OV254	0.0014291406	0.017745316
01-R1134-LR-Asm	OW052189-1	0.0008792877	0.0060717463
01-R1134-LR-Asm	OW052302-1	0.000706017	0.008733332
01-R1134-LR-Asm	OW052570-1	0.0009518862	0.014587283
01-R1134-LR-Asm	OW052571-1	0.00038856268	0.0034977794
01-R1134-LR-Asm	Orygis	0.0016006827	0.017682195
01-R1134-LR-Asm	QC-1-LR-Asm	0.00036853552	0.009454906
01-R1134-LR-Asm	QC-10-LR-Asm	0.0004969835	0.01147306
01-R1134-LR-Asm	QC-3-LR-Asm	0.00075656176	0.0053218603
01-R1134-LR-Asm	QC-4-LR-Asm	0.0005478263	0.009839952
01-R1134-LR-Asm	QC-5-LR-Asm	0.0007677078	0.004984021
01-R1134-LR-Asm	QC-6-LR-Asm	0.00037878752	0.009504259
01-R1134-LR-Asm	QC-7-LR-Asm	0.0003607273	0.013913929
01-R1134-LR-Asm	QC-8-LR-Asm	0.0005607605	0.009733975
01-R1134-LR-Asm	QC-9-LR-Asm	0.00075513124	0.005684197
01-R1134-LR-Asm	R15311-LR-Asm	0.00044983625	0.007499397
01-R1134-LR-Asm	R18040-LR-Asm	0.0008941889	0.0068802834
01-R1134-LR-Asm	R18043-LR-Asm	0.00089001656	0.0070149302
01-R1134-LR-Asm	R20574-LR-Asm	0.0009160638	0.0061219335
01-R1134-LR-Asm	R21408-LR-Asm	0.0008828044	0.006947696
01-R1134-LR-Asm	R21770-LR-Asm	0.00047200918	0.006534934
01-R1134-LR-Asm	R21839-LR-Asm	0.00042366982	0.009486198
01-R1134-LR-Asm	R21893-LR-Asm	0.00096052885	0.005857408
01-R1134-LR-Asm	R22601-LR-Asm	0.000890851	0.007055044
01-R1134-LR-Asm	R23146-LR-Asm	0.0009621382	0.005766213
01-R1134-LR-Asm	R23887-LR-Asm	0.00078731775	0.015427828
01-R1134-LR-Asm	R24100-LR-Asm	0.0009840131	0.0039250255
01-R1134-LR-Asm	R25048-LR-Asm	0.0009987354	0.0042791367
01-R1134-LR-Asm	R26778-LR-Asm	0.00091052055	0.0066384077
01-R1134-LR-Asm	R26791-LR-Asm	0.00089895725	0.006403208
01-R1134-LR-Asm	R27252-LR-Asm	0.00081551075	0.015774488
01-R1134-LR-Asm	R27657-LR-Asm	0.0009006262	0.0049357414
01-R1134-LR-Asm	R27725-LR-Asm	0.0009152889	0.006100416
01-R1134-LR-Asm	R27937-LR-Asm	0.000893414	0.0069000125
01-R1134-LR-Asm	R28012-LR-Asm	0.0008980036	0.004949391
01-R1134-LR-Asm	R28703-LR-Asm	0.0009151101	0.0047697425
01-R1134-LR-Asm	R28980-LR-Asm	0.00093096495	0.0061814785
01-R1134-LR-Asm	R29816-LR-Asm	0.00093501806	0.0044391155
01-R1134-LR-Asm	R30078-LR-Asm	0.0009057522	0.0048286915
01-R1134-LR-Asm	R30215-LR-Asm	0.00092053413	0.0046049953
01-R1134-LR-Asm	R30234-LR-Asm	0.000915885	0.0047498345
01-R1134-LR-Asm	R30396-LR-Asm	0.00046628714	0.0070219636
01-R1134-LR-Asm	R30420-LR-Asm	0.00091689825	0.006059885
01-R1134-LR-Asm	R31095-LR-Asm	0.00091326237	0.0047429204
01-R1134-LR-Asm	R32929-LR-Asm	0.00095385313	0.005203843
01-R1134-LR-Asm	R36431-LR-Asm	0.00091320276	0.0045194626
01-R1134-LR-Asm	R37765-LR-Asm	0.0009510517	0.0044508576
01-R1134-LR-Asm	RW-TB008-LR-Asm	0.00094395876	0.01917839
01-R1134-LR-Asm	SEA02010036	0.00095176697	0.003293097
01-R1134-LR-Asm	SEA06535P6C4	0.0004839301	0.008114994
01-R1134-LR-Asm	SEA07010354P6C4	0.0007574558	0.0067429543
01-R1134-LR-Asm	SEA07020250P6C4	0.00042152405	0.0055601597
01-R1134-LR-Asm	SEA08151P6C4	0.0010454655	0.011828244
01-R1134-LR-Asm	SEA08162P6C4	0.00048738718	0.0055525303
01-R1134-LR-Asm	SEA09020048P6C4	0.0005283356	0.002933979
01-R1134-LR-Asm	SEA11020038P6C4	0.00052171946	0.0060932636
01-R1134-LR-Asm	SEA11020057P6C4	0.00040763617	0.0024956465
01-R1134-LR-Asm	SEA11020068P6C4	0.0005683899	0.011119008
01-R1134-LR-Asm	SEA11020092P6C4	0.00037187338	0.0055742264
01-R1134-LR-Asm	SEA11278P6C4	0.0010823607	0.011620343
01-R1134-LR-Asm	SEA12126P6C4	0.00092840195	0.016220808
01-R1134-LR-Asm	SEA12202P6C4	0.000872612	0.014980257
01-R1134-LR-Asm	SEA12334P6C4	0.0008352399	0.016014457
01-R1134-LR-Asm	SEA13020298	0.0009596348	0.0017930865
01-R1134-LR-Asm	SEA13111P6C4	0.00092828274	0.014647305
01-R1134-LR-Asm	SEA14117P6C4	0.0009237528	0.0069865584
01-R1134-LR-Asm	SEA14318P6C4	0.0007868409	0.01600939
01-R1134-LR-Asm	SEA14333P6C4	0.00097596645	0.016673386
01-R1134-LR-Asm	SEA15228P6C4	0.0011330247	0.011950076
01-R1134-LR-Asm	SEA15229P6C4	0.0009197593	0.013812661
01-R1134-LR-Asm	SEA15230P6C4	0.001026988	0.011479914
01-R1134-LR-Asm	SEA17020023P6C4	0.0010856986	0.012167811
01-R1134-LR-Asm	SEA17020024P6C4	0.0010796189	0.012296796
01-R1134-LR-Asm	SEA17020028	0.00096440315	0.003820777
01-R1134-LR-Asm	SEA17020030P6C4	0.00050640106	0.0066440105
01-R1134-LR-Asm	SGF0232017	0.0008676052	0.006547332
01-R1134-LR-Asm	SGF0422017	0.0008738041	0.00877732
01-R1134-LR-Asm	SGF0472017	0.0009151697	0.005455792
01-R1134-LR-Asm	SGF0702019	0.00091296434	0.005471647
01-R1134-LR-Asm	TB282	0.000997901	0.0044121146
01-R1134-LR-Asm	TCDC11	0.00092333555	0.0045260787
01-R1134-LR-Asm	W-148	0.0009474158	0.0033199787
01-R1134-LR-Asm	WBB1007-LQ1975	0.0010584593	0.012449205
01-R1134-LR-Asm	WBB1008-SL1975	0.0010689497	0.012170851
01-R1134-LR-Asm	WBB1009-SL1875	0.0010566115	0.0142349005
01-R1134-LR-Asm	WBB1451-04-00887-2	0.0013921261	0.015547633
01-R1134-LR-Asm	WBB1452-10-01964-2	0.00058972836	0.010236561
01-R1134-LR-Asm	WBB1453-11-00429-1	0.0011572242	0.008361638
01-R1134-LR-Asm	WBB1454-IB091-1	0.0011503696	0.017273784
01-R1134-LR-Asm	WBB1456-11-00225-4	0.00097996	0.006638348
01-R1134-LR-Asm	WBB1457-IB-036-1	0.0014232397	0.014574468
01-R1134-LR-Asm	WBB1458-05-01296-1	0.0014912486	0.01759547
01-R1134-LR-Asm	WBB1459-E14-22547-1	0.00137043	0.014638722
01-R1134-LR-Asm	WBB1460-E13-13014-2	0.0014230013	0.013127506
01-R1134-LR-Asm	WBB445-ARS7496	0.0009204149	0.005615413
01-R1134-LR-Asm	WBB446-ARS7884	0.00047534704	0.009500563
01-R1134-LR-Asm	WBB447-G67	0.0013061166	0.014185786
01-R1134-LR-Asm	WBB448-HPV115-08	0.0004608035	0.009678721
01-R1134-LR-Asm	WC059	0.000856936	0.00746572
01-R1134-LR-Asm	WC078	0.00085771084	0.0073235035
01-R1134-LR-Asm	WMB588	0.0005645752	0.0044544935
01-R1134-LR-Asm	WMB596	0.00085425377	0.014962852
01-R1134-LR-Asm	WMB600	0.00049746037	0.0070305467
01-R1134-LR-Asm	WMB602	0.00045406818	0.009354353
01-R1134-LR-Asm	WMB607	0.000905633	0.018473208
01-R1134-LR-Asm	WMB613	0.00049734116	0.00661397
01-R1134-LR-Asm	WMB614	0.0010213256	0.0137063265
01-R1134-LR-Asm	WMB615	0.000992775	0.01619035
01-R1134-LR-Asm	WMB621	0.0005014539	0.008865595
01-R1134-LR-Asm	ZRB10578980-LR-Asm	0.00086414814	0.006541133
01-R1134-LR-Asm	delta-sapM	0.0011603236	0.028362334
01-R1134-LR-Asm	mada-1-1-LR-Asm	0.0010176897	0.013393402
01-R1134-LR-Asm	mada-1-10-LR-Asm	0.0009900331	0.012919545
01-R1134-LR-Asm	mada-1-11-LR-Asm	0.0009402633	0.004615307
01-R1134-LR-Asm	mada-1-12-LR-Asm	0.00027513504	0.007480502
01-R1134-LR-Asm	mada-1-15-LR-Asm	0.0003027916	0.0074934363
01-R1134-LR-Asm	mada-1-30-LR-Asm	0.00070631504	0.009194195
01-R1134-LR-Asm	mada-1-32-LR-Asm	0.00042301416	0.007449925
01-R1134-LR-Asm	mada-1-36-LR-Asm	0.0010157228	0.01242727
01-R1134-LR-Asm	mada-1-38-LR-Asm	0.0004297495	0.0069295764
01-R1134-LR-Asm	mada-1-39-LR-Asm	0.0010115504	0.013207555
01-R1134-LR-Asm	mada-1-40-LR-Asm	0.0009678602	0.014407873
01-R1134-LR-Asm	mada-1-41-LR-Asm	0.000618875	0.005791247
01-R1134-LR-Asm	mada-1-44-LR-Asm	0.0009704232	0.014069378
01-R1134-LR-Asm	mada-1-50-LR-Asm	0.00034439564	0.0057302117
01-R1134-LR-Asm	mada-1-51-LR-Asm	0.00096297264	0.013153136
01-R1134-LR-Asm	mada-1-53-LR-Asm	0.00031644106	0.0063838363
01-R1134-LR-Asm	mada-102-LR-Asm	0.00057530403	0.010203898
01-R1134-LR-Asm	mada-103-LR-Asm	0.00056672096	0.0012834072
01-R1134-LR-Asm	mada-105-LR-Asm	0.0004506111	0.008312523
01-R1134-LR-Asm	mada-107-LR-Asm	0.0009369254	0.012452126
01-R1134-LR-Asm	mada-112-LR-Asm	0.00055652857	0.001416564
01-R1134-LR-Asm	mada-115-LR-Asm	0.0008780956	0.006685555
01-R1134-LR-Asm	mada-117-LR-Asm	0.00095051527	0.013482213
01-R1134-LR-Asm	mada-118-LR-Asm	0.0009191036	0.013692975
01-R1134-LR-Asm	mada-120-LR-Asm	0.00062966347	0.004818201
01-R1134-LR-Asm	mada-122-LR-Asm	0.0009726882	0.013245046
01-R1134-LR-Asm	mada-123-LR-Asm	0.00040125847	0.0068059564
01-R1134-LR-Asm	mada-124-LR-Asm	0.0006182194	0.0014012456
01-R1134-LR-Asm	mada-126-LR-Asm	0.0006225705	0.004709482
01-R1134-LR-Asm	mada-128-LR-Asm	0.00032252073	0.0086779
01-R1134-LR-Asm	mada-129-LR-Asm	0.0005298853	0.009666562
01-R1134-LR-Asm	mada-139-LR-Asm	0.000567019	0.0097824335
01-R1134-LR-Asm	mada-151-LR-Asm	0.0004310012	0.010803044
01-R1134-LR-Asm	mada-2-1-LR-Asm	0.0003439188	0.004740298
01-R1134-LR-Asm	mada-2-25-LR-Asm	0.00046098232	0.005247891
01-R1134-LR-Asm	mada-2-31-LR-Asm	0.000636816	0.0055996776
01-R1134-LR-Asm	mada-2-42-LR-Asm	0.00086146593	0.0066162944
01-R1134-LR-Asm	mada-2-46-LR-Asm	0.0009639263	0.015746415
01-R1134-LR-Asm	mada-2-53-LR-Asm	0.0003248453	0.0061842203
01-R1134-LR-Asm	strain-01-R1134	2.7537346e-05	0.0
01-R1134-LR-Asm	strain-01-R1430	0.00045001507	0.0039799213
01-R1134-LR-Asm	strain-02-R0894	0.00044476986	0.011600316
01-R1134-LR-Asm	strain-02-R1179	0.00042259693	0.0063223243
01-R1134-LR-Asm	strain-02-R1708	0.00047767162	0.010219157
01-R1134-LR-Asm	strain-02-R1896	0.0005401373	0.0
01-R1134-LR-Asm	strain-1	0.0011825562	0.004725039
01-R1134-LR-Asm	strain-1-0150P6C4	0.0009754896	0.004008591
01-R1134-LR-Asm	strain-1-0165P6C4	0.000590086	0.0075001717
01-R1134-LR-Asm	strain-1-0170P6C4	0.0010455251	0.003450036
01-R1134-LR-Asm	strain-15	0.0005491972	0.0042527914
01-R1134-LR-Asm	strain-17221	0.00042438507	0.006602347
01-R1134-LR-Asm	strain-2-0011P6C4	0.0009086132	0.0046776533
01-R1134-LR-Asm	strain-2-0026P6C4	0.00059074163	0.005268991
01-R1134-LR-Asm	strain-2-0111P6C4	0.0006133914	0.005541146
01-R1134-LR-Asm	strain-25421	0.0009356141	0.0048960447
01-R1134-LR-Asm	strain-3	0.00094252825	0.005541861
01-R1134-LR-Asm	strain-3320	0.0008637905	0.0056158304
01-R1134-LR-Asm	strain-4-0083P6C4	0.0006182194	0.003670752
01-R1134-LR-Asm	strain-5521	0.0009496212	0.0050598383
01-R1134-LR-Asm	strain-6	0.0005389452	0.0042439103
01-R1134-LR-Asm	strain-6721	0.0008645654	0.006620407
01-R1134-LR-Asm	strain-8	0.00084996223	0.006574869
01-R1134-LR-Asm	strain-9	0.00091689825	0.004817128
01-R1134-LR-Asm	strain-A16	0.0013203621	0.020762146
01-R1134-LR-Asm	strain-AST-T2	0.000554502	0.006334007
01-R1134-LR-Asm	strain-AST-T3	0.00055766106	0.0042945743
01-R1134-LR-Asm	strain-AST-T4	0.00042390823	0.0073469877
01-R1134-LR-Asm	strain-AST-T5	0.00087451935	0.008116841
01-R1134-LR-Asm	strain-AST-T6	0.00044125319	0.006156087
01-R1134-LR-Asm	strain-AST-T7	0.00053590536	0.009739876
01-R1134-LR-Asm	strain-BLR-4299-2019	0.0005161166	0.002138555
01-R1134-LR-Asm	strain-CA01	0.00085288286	0.008128643
01-R1134-LR-Asm	strain-CA02	0.00092089176	0.0072593093
01-R1134-LR-Asm	strain-CA03	0.00086063147	0.007701874
01-R1134-LR-Asm	strain-CB01	0.0009098649	0.007431388
01-R1134-LR-Asm	strain-CB02	0.00091165304	0.0069893003
01-R1134-LR-Asm	strain-CB03	0.0008994937	0.007055521
01-R1134-LR-Asm	strain-CDC1551	0.00039333105	0.008448303
01-R1134-LR-Asm	strain-H-19-0007	0.0008073449	0.016415179
01-R1134-LR-Asm	strain-H-19-0008	0.00079345703	0.01564145
01-R1134-LR-Asm	strain-H-19-0027	0.000844419	0.015859663
01-R1134-LR-Asm	strain-H-20-0022	0.0009146929	0.016044855
01-R1134-LR-Asm	strain-H-20-0024	0.0008261204	0.015931427
